0, 152.383
1, 152.383
2, 152.383
3, 152.383
4, 152.383
5, 152.383
6, 152.383
7, 87.9729
8, 87.9729
9, 87.9729
10, 87.9729
11, 83.0812
12, 37.4074
13, 37.4074
14, 35.7328
15, 35.7328
16, 35.7328
17, 35.7328
18, 35.7328
19, 35.7328
20, 35.7328
21, 35.7328
22, 35.7328
23, 35.7328
24, 35.7328
25, 35.7328
26, 35.7328
27, 22.8721
28, 22.8721
29, 22.7317
30, 22.7317
31, 22.7317
32, 22.7317
33, 22.7228
34, 22.7228
35, 22.7228
36, 22.7228
37, 22.7228
38, 22.7228
39, 22.7228
40, 22.7228
41, 22.7228
42, 22.7228
43, 22.7228
44, 22.7228
45, 22.7228
46, 22.7228
47, 22.7228
48, 22.7228
49, 22.7228
50, 22.7228
51, 22.7228
52, 22.7228
53, 22.7228
54, 22.7228
55, 22.7228
56, 22.7228
57, 22.7228
58, 21.7119
59, 21.7119
60, 21.7119
61, 21.7119
62, 21.7119
63, 21.7119
64, 21.7119
65, 21.7119
66, 21.7119
67, 21.7119
68, 17.1889
69, 17.1889
70, 16.9239
71, 16.8812
72, 7.70879
73, 7.70879
74, 7.70879
75, 7.70879
76, 7.70879
77, 7.70879
78, 7.66195
79, 7.66195
80, 7.66195
81, 7.66195
82, 7.66195
83, 7.5127
84, 7.5127
85, 7.5127
86, 7.5127
87, 7.5127
88, 7.5127
89, 7.5127
90, 7.5127
91, 7.5127
92, 7.5127
93, 7.5127
94, 7.5127
95, 7.5127
96, 7.27966
97, 7.27966
98, 7.27966
99, 7.27966
100, 7.27966
101, 7.27966
102, 7.27966
103, 7.27966
104, 7.27966
105, 7.27966
106, 7.27966
107, 7.27966
108, 7.27966
109, 7.27966
110, 7.27966
111, 7.27966
112, 7.27966
113, 7.27966
114, 7.27966
115, 7.27966
116, 7.27966
117, 7.27966
118, 7.27966
119, 7.27966
120, 7.27966
121, 7.27966
122, 7.27966
123, 7.27966
124, 7.27966
125, 7.27966
126, 7.27966
127, 7.27966
128, 7.27966
129, 7.27966
130, 7.27966
131, 7.27966
132, 7.27966
133, 7.27966
134, 7.27966
135, 7.27966
136, 7.27966
137, 7.27966
138, 7.27966
139, 7.27966
140, 7.27966
141, 7.27966
142, 7.27966
143, 7.27966
144, 7.27966
145, 7.27966
146, 7.27966
147, 7.27966
148, 7.27966
149, 7.27966
150, 7.27966
151, 7.27966
152, 7.27966
153, 7.27966
154, 7.27966
155, 7.27966
156, 7.27966
157, 7.27966
158, 7.27966
159, 7.27966
160, 7.27966
161, 7.27966
162, 7.27966
163, 7.27966
164, 5.86043
165, 5.86043
166, 5.86043
167, 5.82555
168, 5.79856
169, 5.79856
170, 5.79856
171, 5.79856
172, 5.79856
173, 5.79856
174, 5.79856
175, 5.79856
176, 5.61539
177, 5.61539
178, 5.61539
179, 5.61539
180, 5.61539
181, 4.98509
182, 4.98509
183, 4.92922
184, 4.82761
185, 4.82761
186, 4.82761
187, 4.82761
188, 4.82761
189, 4.82761
190, 4.82761
191, 4.57388
192, 4.29186
193, 3.69633
194, 3.68795
195, 3.68795
196, 3.68795
197, 3.68795
198, 3.68795
199, 3.68795
200, 3.68795
201, 3.68795
202, 3.68795
203, 3.68795
204, 3.68795
205, 3.68795
206, 3.68795
207, 3.68795
208, 3.68795
209, 2.92279
210, 2.92279
211, 2.92279
212, 2.92279
213, 2.87641
214, 2.87641
215, 2.87641
216, 2.87641
217, 2.87641
218, 2.87641
219, 2.87641
220, 2.87641
221, 2.87641
222, 2.87641
223, 2.87641
224, 2.87641
225, 2.87641
226, 2.87641
227, 2.87641
228, 2.87641
229, 2.87641
230, 2.87641
231, 2.87641
232, 2.87641
233, 2.83952
234, 2.80797
235, 2.80797
236, 1.9519
237, 1.93656
238, 1.93656
239, 1.93656
240, 1.93656
241, 1.93656
242, 1.93656
243, 1.93656
244, 1.93656
245, 1.93656
246, 1.87907
247, 1.87907
248, 1.87907
249, 1.87907
250, 1.87907
251, 1.87907
252, 1.87907
253, 1.87907
254, 1.87907
255, 1.87907
256, 1.87907
257, 1.87907
258, 1.87907
259, 1.87907
260, 1.87907
261, 1.87907
262, 1.87907
263, 1.87907
264, 1.87907
265, 1.87907
266, 1.87907
267, 1.87907
268, 1.87907
269, 1.67005
270, 1.67005
271, 1.67005
272, 1.65872
273, 1.65872
274, 1.65872
275, 1.65872
276, 1.65872
277, 1.65872
278, 1.57492
279, 1.57492
280, 1.57492
281, 1.57492
282, 1.57492
283, 1.57492
284, 1.57492
285, 1.57492
286, 1.57492
287, 1.57492
